,USER_ID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,Party
3394,4225,1996.0,Male,,Single (no kids),Current K-12,No,Yes,No,No,No,Yes,Public,No,Yes,Yes,No,No,No,No,Art,Study first,No,Yes,Yes,Yes,Giving,Yes,Yes,Pragmatist,No,Yes,Cool headed,Standard hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,End,Yes,No,Circumstances,Yes,No,Yes,No,Yes,Mysterious,Yes,,Tunes,People,Yes,No,Yes,Yes,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,Yes,Socialize,No,In-person,No,No,Yes,Yes,Yay people!,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Rent,Optimist,Mom,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Democrat
3327,4146,1997.0,Male,"under $25,000",Single (no kids),Current K-12,No,No,No,No,No,Yes,Public,No,Yes,No,Yes,No,Yes,Yes,Art,Try first,No,Yes,Yes,No,Receiving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,No,No,No,No,P.M.,Yes,End,Yes,No,Circumstances,Yes,Yes,Yes,No,No,TMI,Yes,No,Talk,People,No,No,Yes,No,Yes,Demanding,No,PC,No,Risk-friendly,No,Yes!,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Yay people!,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Own,Optimist,Dad,Yes,No,No,Yes,Check!,No,No,No,No,Yes,Yes,Yes,No,No,No,Republican
5548,6938,1987.0,Female,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,,,,,,,,,Yes,No,No,No,Yes,Yes,Science,Try first,No,Yes,Yes,No,Giving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
2975,3702,1995.0,Male,"under $25,000",Single (no kids),Current K-12,,Yes,No,No,No,No,Private,No,Yes,Yes,Yes,Yes,Yes,Yes,Science,Try first,Yes,No,Yes,No,Giving,No,No,Pragmatist,No,Yes,Hot headed,Standard hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,End,Yes,No,Circumstances,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,People,No,No,Yes,No,No,Demanding,No,PC,Yes,Cautious,No,Umm...,Yes,Space,Yes,In-person,No,No,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Rent,Pessimist,Mom,Yes,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Republican
980,1223,1992.0,Male,,Single (no kids),Current Undergraduate,No,,,,,,,,,,,,No,,Science,Study first,Yes,Yes,No,No,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,No,Yes,Yes,No,No,Mysterious,No,No,,,Yes,,,Yes,Yes,,No,PC,,Risk-friendly,,,,,,,,,,Yes,Grrr people,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,,Own,Optimist,,Yes,No,No,Yes,Nope,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Republican
2300,2860,1994.0,Male,"$75,000 - $100,000",Single (no kids),Bachelor's Degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Demanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
190,242,1996.0,Male,"$25,001 - $50,000",Single (no kids),High School Diploma,,,,,Yes,Yes,Public,No,Yes,Yes,Yes,No,Yes,Yes,Science,Try first,No,Yes,No,No,Giving,No,Yes,Pragmatist,No,Yes,Cool headed,Odd hours,Yes,Happy,No,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,Yes,Yes,Demanding,Yes,PC,Yes,Cautious,Yes,Yes!,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Yay people!,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Own,Optimist,Mom,No,No,No,Yes,Nope,No,No,Yes,Yes,Yes,No,Only-child,Yes,No,Yes,Republican
1139,1408,1977.0,Female,"over $150,000",Married (w/kids),,No,Yes,No,No,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Try first,No,Yes,Yes,Yes,Giving,No,Yes,Pragmatist,No,Yes,Hot headed,Odd hours,Yes,Happy,No,Yes,No,No,A.M.,Yes,Start,Yes,Yes,Circumstances,No,Yes,Yes,Yes,No,TMI,No,No,Tunes,People,No,No,Yes,Yes,Yes,Demanding,No,Mac,No,Risk-friendly,No,,,,,Online,No,,,Yes,Yay people!,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Own,Optimist,Dad,No,No,Yes,Yes,Check!,Yes,No,No,No,Yes,No,Only-child,Yes,No,Yes,Republican
5088,6354,1977.0,Female,"over $150,000",Married (w/kids),Master's Degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,End,Yes,No,,No,No,Yes,,No,Mysterious,No,No,Tunes,People,No,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
699,865,1990.0,Female,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,No,,,,,,,,,,,,,,,,,,,,Giving,,,,,,,,,,,,,,,,End,,,,,,,,,,,,,,,,Yes,,,,Yes,PC,,,,,,Space,No,,,,Yes,,,,,,,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,Democrat
5321,6644,,Female,,Single (no kids),Current K-12,,No,No,No,No,No,Public,Yes,No,No,No,No,,Yes,Science,Study first,Yes,No,,Yes,,Yes,No,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
606,759,,Male,"$75,000 - $100,000",Married (w/kids),,,,,,,,,,,,Yes,Yes,No,Yes,Science,Study first,No,No,No,Yes,Giving,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,Supportive,No,PC,Yes,Cautious,No,,No,,,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Own,Pessimist,Dad,Yes,Yes,Yes,No,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Republican
4276,5330,1994.0,Male,,Single (no kids),Current Undergraduate,,,,,,,,,,,Yes,Yes,Yes,Yes,Science,,No,Yes,,Yes,,No,No,,,No,Cool headed,Standard hours,No,Happy,Yes,No,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,No,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,Yes,No,Supportive,No,PC,Yes,Cautious,Yes,Umm...,No,,No,In-person,No,No,,,,,,,,,,,,,No,Yes,Yes,Rent,Optimist,Mom,No,No,No,Yes,,,,,Yes,,,,,,,Democrat
301,381,1994.0,Female,"over $150,000",Single (no kids),Current Undergraduate,,Yes,No,No,No,Yes,Public,Yes,Yes,Yes,No,No,No,Yes,Art,Try first,Yes,No,Yes,Yes,Receiving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,Yes,No,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,Yes,No,Demanding,No,Mac,Yes,Cautious,No,Umm...,Yes,Space,Yes,Online,No,Yes,No,Yes,Grrr people,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Own,Optimist,Mom,No,No,Yes,Yes,Check!,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Republican
3420,4259,1998.0,Male,"$100,001 - $150,000",Single (no kids),Current K-12,No,No,No,No,,,,No,,,,,,,,,,,,,,No,,,,,,,No,Right,No,Yes,No,Yes,P.M.,,Start,,Yes,,,,,,,,,,,,No,No,No,Yes,,,No,PC,,,,,,,,In-person,No,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,,,,,Yes,,,,,,,Republican
5363,6703,1995.0,Male,,,Current Undergraduate,,,,,,,,,,,,,No,Yes,Art,Study first,Yes,Yes,Yes,No,Receiving,No,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
1060,1314,1955.0,Male,"under $25,000",Single (no kids),Bachelor's Degree,No,No,No,No,No,No,Public,No,Yes,No,No,No,No,Yes,Science,Study first,No,Yes,No,Yes,Giving,Yes,No,Pragmatist,No,No,Hot headed,Odd hours,No,Happy,No,Yes,No,No,P.M.,No,Start,Yes,Yes,Circumstances,No,No,No,Yes,No,TMI,No,No,Tunes,Technology,No,No,Yes,No,Yes,Supportive,No,PC,Yes,Risk-friendly,No,Umm...,No,Space,No,Online,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Own,Pessimist,Dad,Yes,No,No,No,Nope,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Democrat
2565,3191,1971.0,Male,"over $150,000",Married (w/kids),Master's Degree,,,,,,,,No,Yes,No,Yes,No,No,No,Science,Try first,Yes,Yes,Yes,No,Giving,,No,Pragmatist,No,Yes,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,No,P.M.,Yes,End,Yes,Yes,Me,Yes,,Yes,No,,TMI,No,Yes,Talk,People,No,No,Yes,Yes,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,Yes,No,Yay people!,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Own,Pessimist,Mom,Yes,Yes,No,Yes,Nope,No,No,No,Yes,No,No,Yes,No,No,Yes,Republican
5558,6951,1988.0,Female,"$25,001 - $50,000",Single (no kids),Current Undergraduate,,,,,,,,Yes,Yes,No,Yes,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
1069,1326,1994.0,Male,"$100,001 - $150,000",Single (no kids),Current Undergraduate,No,Yes,Yes,No,No,Yes,Public,No,No,No,No,No,No,Yes,Art,Try first,No,No,No,No,Giving,No,Yes,Pragmatist,No,Yes,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,No,No,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,No,No,Yes,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,Pessimist,Dad,No,No,No,Yes,Check!,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Democrat
2524,3143,,Male,,Single (no kids),,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Supportive,,PC,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
2205,2749,1969.0,Male,"$50,000 - $74,999",Domestic Partners (no kids),Doctoral Degree,,Yes,No,Yes,Yes,Yes,Public,Yes,Yes,No,No,Yes,Yes,No,Art,Try first,Yes,Yes,Yes,Yes,Giving,No,No,Idealist,Yes,No,Cool headed,Odd hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,No,Circumstances,No,No,No,No,Yes,Mysterious,No,No,Talk,People,No,No,Yes,Yes,Yes,Demanding,No,PC,Yes,Cautious,Yes,Yes!,No,Socialize,Yes,In-person,Yes,No,No,Yes,Yay people!,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Rent,Optimist,Dad,No,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Republican
1243,1539,1980.0,Female,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,,No,No,Yes,Yes,No,Public,No,Yes,Yes,Yes,No,No,Yes,Art,Try first,Yes,Yes,No,No,Giving,Yes,No,Pragmatist,No,Yes,Hot headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,P.M.,No,Start,Yes,No,Circumstances,Yes,Yes,No,Yes,Yes,Mysterious,Yes,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,No,Mac,No,Risk-friendly,Yes,Yes!,Yes,Socialize,No,In-person,Yes,No,Yes,Yes,Yay people!,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Own,Optimist,Mom,Yes,Yes,Yes,Yes,Check!,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Democrat
16,22,1997.0,Female,"$75,000 - $100,000",Single (no kids),,,,,,,Yes,,,,,,,,,Art,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,No,No,Mysterious,No,,,People,,No,Yes,No,Yes,Supportive,No,,,,Yes,,,,,In-person,,,,Yes,,,No,,,,Yes,,Yes,Yes,,No,,,,Mom,,No,Yes,Yes,Check!,,No,,,,No,Yes,,No,Yes,Democrat
3120,3888,1995.0,Male,,Single (no kids),Current K-12,No,Yes,No,No,Yes,Yes,Public,Yes,No,No,No,Yes,No,Yes,Science,Study first,No,Yes,,No,Receiving,No,No,Idealist,No,Yes,Cool headed,Standard hours,No,Right,No,Yes,No,Yes,P.M.,Yes,End,Yes,No,Me,No,No,No,Yes,No,Mysterious,No,No,Tunes,People,No,No,No,Yes,Yes,Supportive,No,Mac,,Risk-friendly,No,,No,,Yes,,,Yes,Yes,Yes,Grrr people,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Own,Optimist,Mom,No,Yes,No,Yes,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,Democrat
4642,5795,1995.0,Male,,Single (no kids),Current Undergraduate,No,Yes,Yes,No,Yes,Yes,Public,Yes,No,Yes,Yes,No,No,Yes,Art,Study first,Yes,No,Yes,No,Giving,Yes,Yes,Idealist,No,Yes,Hot headed,Odd hours,No,Happy,No,No,No,Yes,P.M.,Yes,End,Yes,Yes,Me,Yes,No,Yes,No,No,TMI,No,Yes,Tunes,People,Yes,Yes,No,Yes,No,Supportive,No,Mac,No,Risk-friendly,No,Yes!,No,Socialize,Yes,In-person,No,No,Yes,Yes,Yay people!,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Rent,Pessimist,Mom,No,No,Yes,Yes,Nope,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Republican
4754,5931,1971.0,Male,"$75,000 - $100,000",Married (w/kids),Associate's Degree,,,,,,,,,,,,,,,,,,,No,No,Giving,Yes,No,Idealist,Yes,No,Hot headed,Odd hours,Yes,Right,No,Yes,Yes,No,A.M.,No,End,No,Yes,Me,Yes,Yes,No,No,Yes,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,Yes,No,Supportive,No,PC,Yes,Risk-friendly,No,Umm...,Yes,Socialize,Yes,Online,No,Yes,No,Yes,Grrr people,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Republican
815,1007,1990.0,Female,"$75,000 - $100,000",Domestic Partners (no kids),Current Undergraduate,Yes,Yes,No,No,No,Yes,Public,Yes,Yes,No,Yes,No,No,Yes,Science,Study first,No,No,No,No,Giving,Yes,Yes,Pragmatist,Yes,No,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,No,P.M.,Yes,End,No,No,Me,No,Yes,No,Yes,No,Mysterious,No,Yes,Tunes,Technology,No,No,Yes,No,No,Supportive,Yes,Mac,No,Cautious,Yes,Yes!,No,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Democrat
3067,3821,1996.0,Male,"$50,000 - $74,999",Single (no kids),Current K-12,Yes,Yes,No,No,Yes,Yes,Public,Yes,No,No,Yes,No,Yes,Yes,Science,Study first,Yes,Yes,No,No,Receiving,No,Yes,Idealist,No,No,Hot headed,Standard hours,Yes,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,End,Yes,No,Circumstances,Yes,Yes,Yes,Yes,Yes,TMI,Yes,No,Talk,People,No,Yes,Yes,Yes,Yes,Demanding,No,Mac,Yes,Risk-friendly,No,Yes!,No,Socialize,No,Online,Yes,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Own,Optimist,Mom,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Democrat
5326,6651,1995.0,Male,"under $25,000",Single (no kids),Current Undergraduate,,Yes,No,No,,,,Yes,No,No,Yes,Yes,No,Yes,Art,Try first,Yes,Yes,No,Yes,Receiving,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
959,1192,1959.0,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Yes,Yes,No,Yes,Yes,Yes,Public,No,No,No,Yes,No,No,Yes,Science,Study first,Yes,Yes,Yes,No,Giving,Yes,Yes,Pragmatist,No,No,Hot headed,Standard hours,Yes,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,No,Circumstances,No,Yes,No,Yes,No,Mysterious,Yes,Yes,Talk,Technology,Yes,No,No,No,No,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Own,Optimist,Dad,Yes,Yes,No,Yes,Check!,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Republican
4893,6114,1992.0,Female,"under $25,000",Single (no kids),Current Undergraduate,,No,No,No,No,Yes,Public,No,No,No,No,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,No,Idealist,Yes,Yes,Cool headed,Odd hours,No,Right,Yes,No,No,Yes,P.M.,Yes,End,No,Yes,Circumstances,Yes,No,No,No,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,No,Yes,Demanding,No,Mac,No,Cautious,Yes,Umm...,No,Space,Yes,In-person,No,Yes,Yes,No,Grrr people,No,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,Republican
225,288,1964.0,Female,"over $150,000",Married (w/kids),Bachelor's Degree,No,No,No,Yes,No,Yes,Public,No,Yes,No,No,No,Yes,Yes,Art,Try first,No,Yes,No,No,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,No,Yes,Yes,Mysterious,No,Yes,Tunes,People,Yes,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Republican
3354,4176,,Male,,,,,,,,,,,,,,Yes,No,,,,,,,,,,No,No,Pragmatist,No,Yes,Hot headed,Odd hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,,,,,,,,,,,Mysterious,Yes,No,Talk,People,No,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No,,Republican
2485,3097,1980.0,Male,"$100,001 - $150,000",Married (no kids),,Yes,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,,,Yes,Art,,,No,No,No,Giving,Yes,Yes,Idealist,Yes,No,Hot headed,Standard hours,Yes,Happy,Yes,No,Yes,No,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,No,Yes,Yes,No,TMI,Yes,No,Tunes,People,No,Yes,Yes,,No,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,,Own,Optimist,Dad,Yes,Yes,,No,Check!,Yes,,No,Yes,Yes,No,Yes,Yes,No,,Democrat
562,698,1950.0,Female,"$50,000 - $74,999",Single (w/kids),Doctoral Degree,Yes,Yes,No,,No,No,Public,Yes,Yes,No,No,Yes,No,Yes,Science,Study first,Yes,Yes,No,Yes,Giving,Yes,No,Idealist,Yes,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,,No,No,Yes,Yes,Yes,Mysterious,No,Yes,Tunes,People,No,Yes,Yes,No,Yes,Demanding,Yes,PC,No,Cautious,Yes,Yes!,Yes,Space,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Own,Pessimist,Dad,No,Yes,No,No,Check!,No,No,No,Yes,No,No,Yes,No,No,Yes,Democrat
3436,4281,1955.0,Female,"over $150,000",Married (w/kids),Bachelor's Degree,No,No,No,Yes,Yes,Yes,Public,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,No,,,In-person,No,,,,,,,,,,,Yes,No,No,No,No,Yes,Own,,,,,,,,,,,,,,,,,,Democrat
1693,2099,1936.0,Male,"over $150,000",Married (no kids),Doctoral Degree,,,No,Yes,Yes,Yes,Public,No,No,No,No,No,Yes,Yes,Science,Study first,No,,Yes,No,Giving,Yes,,,Yes,No,Cool headed,Odd hours,Yes,Happy,No,,No,,A.M.,Yes,,Yes,,,,No,,Yes,Yes,Mysterious,No,,Talk,,Yes,No,,Yes,No,Supportive,No,Mac,No,,Yes,Umm...,,Space,No,Online,No,,Yes,Yes,,Yes,Yes,,Yes,No,No,Yes,No,Yes,No,No,Yes,Own,Optimist,,Yes,No,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Only-child,Yes,Yes,No,Republican
1045,1296,1994.0,Male,"under $25,000",Single (no kids),Current Undergraduate,No,Yes,Yes,No,No,Yes,Public,No,Yes,No,No,Yes,Yes,Yes,Science,Study first,Yes,No,Yes,No,Giving,Yes,Yes,Idealist,Yes,Yes,Hot headed,Standard hours,No,Happy,No,Yes,Yes,Yes,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,No,Yes,Yes,No,Mysterious,No,No,Tunes,Technology,Yes,Yes,Yes,No,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,No,In-person,No,No,Yes,Yes,Yay people!,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Own,Optimist,Dad,Yes,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Republican
3446,4292,1977.0,Male,"$75,000 - $100,000",Married (no kids),Master's Degree,Yes,Yes,No,Yes,No,No,Private,No,Yes,No,Yes,No,Yes,Yes,Science,Try first,No,Yes,No,Yes,Giving,No,No,Pragmatist,Yes,No,Cool headed,Odd hours,No,Happy,No,Yes,Yes,No,A.M.,Yes,End,Yes,No,Me,Yes,No,No,No,No,Mysterious,Yes,Yes,Talk,Technology,No,Yes,Yes,Yes,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Rent,Optimist,Dad,No,No,No,Yes,Nope,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Republican
4565,5698,1995.0,Female,"over $150,000",Single (no kids),Current K-12,,,,,,,,No,No,Yes,,,,,,,,,,,,,Yes,Idealist,No,Yes,Hot headed,Standard hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,No,Yes,No,No,TMI,No,No,Tunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,No,Yes,Yes,Democrat
954,1186,1988.0,Female,"under $25,000",Married (no kids),Bachelor's Degree,,No,No,Yes,No,No,Public,No,Yes,No,No,Yes,Yes,Yes,Science,Study first,,Yes,Yes,,,No,No,Pragmatist,No,Yes,Hot headed,Odd hours,Yes,Happy,Yes,No,Yes,Yes,P.M.,Yes,Start,Yes,Yes,Me,Yes,No,No,No,No,TMI,No,No,Tunes,Technology,No,No,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,No,,No,,,Online,Yes,,Yes,Yes,Grrr people,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Rent,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Democrat
5547,6937,1976.0,Female,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,,,,,,,,,Yes,No,Yes,Yes,Yes,No,Art,Try first,Yes,,Yes,Yes,Giving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
2735,3404,1960.0,Female,"$100,001 - $150,000",Married (w/kids),Current Undergraduate,,No,No,Yes,No,Yes,Public,No,Yes,No,No,No,No,Yes,Art,Study first,No,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,No,Me,No,Yes,Yes,No,Yes,Mysterious,No,No,Tunes,People,No,Yes,Yes,Yes,Yes,Supportive,No,PC,Yes,Cautious,Yes,Yes!,No,Space,No,Online,No,Yes,Yes,Yes,Grrr people,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Democrat
5458,6820,1996.0,Male,"under $25,000",Single (no kids),High School Diploma,,,,,,,,Yes,Yes,Yes,No,No,No,No,Science,Study first,No,Yes,No,No,Giving,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
